model,outer_fold,context_id,output,feature,feature_family,shapley_value,baseline_output,full_output,completeness_residual,feature_value,feature_value_semantics,feature_value_percentile
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::solvent_pi_*,solvent,0.0095676343550148,2.2820420039706897,2.5299825703159056,0.0,-2.180913209915161,standardized solvent value,0.0275
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0019615324830603,2.2820420039706897,2.5299825703159056,0.0,-1.607273817062378,standardized solvent value,0.0275
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0156504935378494,2.2820420039706897,2.5299825703159056,0.0,1.4113868474960327,standardized solvent value,0.7575
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::solvent_SA,solvent,0.0072391307187735,2.2820420039706897,2.5299825703159056,0.0,-0.5029257535934448,standardized solvent value,0.0275
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0022860226904127,2.2820420039706897,2.5299825703159056,0.0,-0.2050944566726684,standardized solvent value,0.3975
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::solvent_delta_p,solvent,-0.0189946186196505,2.2820420039706897,2.5299825703159056,0.0,-1.3101463317871094,standardized solvent value,0.0275
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::solvent_delta_h,solvent,0.0045988652911476,2.2820420039706897,2.5299825703159056,0.0,-0.2824270725250244,standardized solvent value,0.6375
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::solvent_delta,solvent,-0.0029409202650615,2.2820420039706897,2.5299825703159056,0.0,-0.7687012553215027,standardized solvent value,0.0275
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,solvent::identity,solvent,0.0833284369666503,2.2820420039706897,2.5299825703159056,0.0,,categorical vocabulary index; color disabled,
joint model,2,context:78c61474cb4dff81233ca673,site-ranking logit contrast,context::formal_charge,formal charge,-0.0186932487988942,2.2820420039706897,2.5299825703159056,0.0,0.6598972678184509,standardized molecular formal charge,0.5325
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,-0.0220691821055963,1.3870437027548783,1.4571780587569312,0.0,-0.2607435584068298,mean standardized node value,0.1175
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,local::alpb_cm5,local electronic,0.1026493840742395,1.3870437027548783,1.4571780587569312,0.0,0.056481160223484,mean standardized node value,0.8575
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,-0.0081523981810297,1.3870437027548783,1.4571780587569312,0.0,-0.0877877473831176,mean standardized node value,0.3075
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.0221763823912436,1.3870437027548783,1.4571780587569312,0.0,-0.2449171543121338,mean standardized node value,0.1575
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,0.0014001346673691,1.3870437027548783,1.4571780587569312,0.0,-0.3897956013679504,standardized molecular value,0.3075
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-0.0059117664640038,1.3870437027548783,1.4571780587569312,0.0,0.2470930963754654,standardized molecular value,0.8575
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,-0.0018381811222707,1.3870437027548783,1.4571780587569312,0.0,0.2420060783624649,standardized molecular value,0.6175
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,0.0071511251141506,1.3870437027548783,1.4571780587569312,0.0,-0.3897956013679504,standardized molecular value,0.3075
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.0003735320224206,1.3870437027548783,1.4571780587569312,0.0,-0.0986760407686233,standardized molecular value,0.3975
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.0046223901715613,1.3870437027548783,1.4571780587569312,0.0,0.2557091116905212,standardized molecular value,0.3975
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_nD,solvent,-0.0025171484854092,1.3870437027548783,1.4571780587569312,0.0,0.4296897947788238,standardized solvent value,0.5725
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,0.0004830115262262,1.3870437027548783,1.4571780587569312,0.0,0.4502667486667633,standardized solvent value,0.5725
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,-0.0003038243889895,1.3870437027548783,1.4571780587569312,0.0,-1.0078129768371582,standardized solvent value,0.3425
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_ET(30),solvent,-0.0005534424195895,1.3870437027548783,1.4571780587569312,0.0,-0.6971322894096375,standardized solvent value,0.3425
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0004874846731812,1.3870437027548783,1.4571780587569312,0.0,0.5052938461303711,standardized solvent value,0.5725
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0051776712833927,1.3870437027548783,1.4571780587569312,0.0,-1.0859832763671875,standardized solvent value,0.3425
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0031546510986771,1.3870437027548783,1.4571780587569312,0.0,-0.3894624710083008,standardized solvent value,0.4625
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0031675494478749,1.3870437027548783,1.4571780587569312,0.0,-1.1468323469161987,standardized solvent value,0.3125
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_alpha,solvent,-0.0014686168095441,1.3870437027548783,1.4571780587569312,0.0,-0.3140385746955871,standardized solvent value,0.4625
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_beta,solvent,0.001113034408728,1.3870437027548783,1.4571780587569312,0.0,-1.1178240776062012,standardized solvent value,0.3125
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_pi_*,solvent,-0.0006007042750221,1.3870437027548783,1.4571780587569312,0.0,-0.2992155253887176,standardized solvent value,0.5625
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0008960950426409,1.3870437027548783,1.4571780587569312,0.0,-0.7741318941116333,standardized solvent value,0.3425
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0033233046384528,1.3870437027548783,1.4571780587569312,0.0,-0.6072527766227722,standardized solvent value,0.4225
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_SA,solvent,-0.0006522214704842,1.3870437027548783,1.4571780587569312,0.0,-0.378860592842102,standardized solvent value,0.3675
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0018281171464265,1.3870437027548783,1.4571780587569312,0.0,0.8064221143722534,standardized solvent value,0.5225
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_delta_p,solvent,0.0018637752419785,1.3870437027548783,1.4571780587569312,0.0,-1.1983799934387207,standardized solvent value,0.3425
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_delta_h,solvent,-0.0013145070202462,1.3870437027548783,1.4571780587569312,0.0,-0.4511983692646026,standardized solvent value,0.3275
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::solvent_delta,solvent,0.0043683393244818,1.3870437027548783,1.4571780587569312,0.0,-0.6771586537361145,standardized solvent value,0.3425
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,solvent::identity,solvent,-0.0089983680040685,1.3870437027548783,1.4571780587569312,0.0,,categorical vocabulary index; color disabled,
joint model,2,context:7f0d02d8a5ceac690800b651,site-ranking logit contrast,context::formal_charge,formal charge,0.0175325138937238,1.3870437027548783,1.4571780587569312,0.0,0.6598972678184509,standardized molecular formal charge,0.5325
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,0.0160202404460955,2.177147283212004,2.172847600254837,0.0,-0.3700765371322632,mean standardized node value,0.0475
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,local::alpb_cm5,local electronic,-0.0282617102540563,2.177147283212004,2.172847600254837,0.0,0.0564809255301952,mean standardized node value,0.8375
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,0.0126207453451107,2.177147283212004,2.172847600254837,0.0,-0.1864680051803589,mean standardized node value,0.1375
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,0.0478854086312427,2.177147283212004,2.172847600254837,0.0,-0.2697095274925232,mean standardized node value,0.1175
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0102938733524507,2.177147283212004,2.172847600254837,0.0,0.0104537662118673,standardized molecular value,0.4975
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,0.009293862322084,2.177147283212004,2.172847600254837,0.0,0.1900759935379028,standardized molecular value,0.7875
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,0.0174613823764107,2.177147283212004,2.172847600254837,0.0,-0.122650571167469,standardized molecular value,0.4475
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-0.0178524067968379,2.177147283212004,2.172847600254837,0.0,0.0104537662118673,standardized molecular value,0.4975
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.0086796818679576,2.177147283212004,2.172847600254837,0.0,0.4750800430774688,standardized molecular value,0.6875
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,0.0173636666751751,2.177147283212004,2.172847600254837,0.0,0.4830706417560577,standardized molecular value,0.5175
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_nD,solvent,-0.0010601600082655,2.177147283212004,2.172847600254837,0.0,-1.0804904699325562,standardized solvent value,0.1475
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,-0.0064116547402516,2.177147283212004,2.172847600254837,0.0,-1.086014986038208,standardized solvent value,0.1475
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,-0.0007737959236908,2.177147283212004,2.172847600254837,0.0,0.1726653128862381,standardized solvent value,0.5875
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_ET(30),solvent,0.000113325145364,2.177147283212004,2.172847600254837,0.0,0.026412570849061,standardized solvent value,0.8175
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_DI,solvent,-0.0043812764448809,2.177147283212004,2.172847600254837,0.0,-1.080868363380432,standardized solvent value,0.1475
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0015156110140943,2.177147283212004,2.172847600254837,0.0,0.3989341557025909,standardized solvent value,0.6275
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,1.3464697583565055e-06,2.177147283212004,2.172847600254837,0.0,-0.1072806790471077,standardized solvent value,0.7475
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0059199225432914,2.177147283212004,2.172847600254837,0.0,0.2225508689880371,standardized solvent value,0.6875
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_alpha,solvent,0.0038984104166853,2.177147283212004,2.172847600254837,0.0,-0.140029177069664,standardized solvent value,0.7475
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_beta,solvent,-0.0016282715814903,2.177147283212004,2.172847600254837,0.0,0.1017002314329147,standardized solvent value,0.5875
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_pi_*,solvent,0.0007929442117796,2.177147283212004,2.172847600254837,0.0,-0.8480439782142639,standardized solvent value,0.1975
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0013174209422281,2.177147283212004,2.172847600254837,0.0,-0.357560932636261,standardized solvent value,0.6175
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_SB,solvent,-0.0006255361151248,2.177147283212004,2.172847600254837,0.0,-0.0656665191054344,standardized solvent value,0.6975
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_SA,solvent,0.0053992116322811,2.177147283212004,2.172847600254837,0.0,-0.378860592842102,standardized solvent value,0.3675
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0112200598504394,2.177147283212004,2.172847600254837,0.0,-1.2752496004104614,standardized solvent value,0.0375
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_delta_p,solvent,-0.004111324991522,2.177147283212004,2.172847600254837,0.0,1.0061143636703491,standardized solvent value,0.9675
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_delta_h,solvent,0.0041573466009764,2.177147283212004,2.172847600254837,0.0,-0.4511983692646026,standardized solvent value,0.3275
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::solvent_delta,solvent,-0.0034259038195121,2.177147283212004,2.172847600254837,0.0,-0.1699631363153457,standardized solvent value,0.5775
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,solvent::identity,solvent,-0.0359848752466722,2.177147283212004,2.172847600254837,0.0,,categorical vocabulary index; color disabled,
joint model,2,context:8c5bc1a3403209459800001a,site-ranking logit contrast,context::formal_charge,formal charge,-0.0307093604725074,2.177147283212004,2.172847600254837,0.0,0.6598972678184509,standardized molecular formal charge,0.5325
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,-0.002978582960635,2.679676566696639,2.748240632227265,0.0,0.4100378155708313,mean standardized node value,0.7575
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,local::alpb_cm5,local electronic,0.0429830588345022,2.679676566696639,2.748240632227265,0.0,0.0564800277352333,mean standardized node value,0.8275
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,0.0212464397922174,2.679676566696639,2.748240632227265,0.0,-0.0404961965978145,mean standardized node value,0.4175
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,0.0569619409041147,2.679676566696639,2.748240632227265,0.0,0.2896034717559814,mean standardized node value,0.7275
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.014733238937302,2.679676566696639,2.748240632227265,0.0,-0.0311881657689809,standardized molecular value,0.4775
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-0.0341135731327726,2.679676566696639,2.748240632227265,0.0,-0.4198373556137085,standardized molecular value,0.0975
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,-0.0227877511011402,2.679676566696639,2.748240632227265,0.0,-0.0312200561165809,standardized molecular value,0.4675
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,0.0158714934842712,2.679676566696639,2.748240632227265,0.0,-0.0311881657689809,standardized molecular value,0.4775
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,-0.0371770514291371,2.679676566696639,2.748240632227265,0.0,0.0465937256813049,standardized molecular value,0.4875
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.0357250613057958,2.679676566696639,2.748240632227265,0.0,0.8194606304168701,standardized molecular value,0.9075
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_nD,solvent,0.0068583871366151,2.679676566696639,2.748240632227265,0.0,-1.2881402969360352,standardized solvent value,0.0125
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,-0.0163068422877912,2.679676566696639,2.748240632227265,0.0,-1.3054838180541992,standardized solvent value,0.0125
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,-0.0346120145374939,2.679676566696639,2.748240632227265,0.0,2.1135849952697754,standardized solvent value,0.9525
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_ET(30),solvent,0.0281667191847561,2.679676566696639,2.748240632227265,0.0,2.610501527786255,standardized solvent value,0.9525
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0226622875353458,2.679676566696639,2.748240632227265,0.0,-1.3692615032196045,standardized solvent value,0.0125
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0373057581896873,2.679676566696639,2.748240632227265,0.0,0.7082919478416443,standardized solvent value,0.7625
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,-0.0182956756990403,2.679676566696639,2.748240632227265,0.0,2.736243486404419,standardized solvent value,0.9525
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0333711347805205,2.679676566696639,2.748240632227265,0.0,0.2225508689880371,standardized solvent value,0.6875
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_alpha,solvent,0.0149439762331821,2.679676566696639,2.748240632227265,0.0,2.7021243572235107,standardized solvent value,0.9525
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_beta,solvent,0.0506689658343778,2.679676566696639,2.748240632227265,0.0,0.3862559199333191,standardized solvent value,0.7225
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_pi_*,solvent,0.0115906407569904,2.679676566696639,2.748240632227265,0.0,1.817694306373596,standardized solvent value,0.9525
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0158739890765367,2.679676566696639,2.748240632227265,0.0,0.8921520113945007,standardized solvent value,0.7625
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0040096304220351,2.679676566696639,2.748240632227265,0.0,-1.3457794189453125,standardized solvent value,0.1025
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_SA,solvent,-0.0177688246253049,2.679676566696639,2.748240632227265,0.0,2.784802198410034,standardized solvent value,0.9525
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0134187435651531,2.679676566696639,2.748240632227265,0.0,-1.0553547143936155,standardized solvent value,0.2925
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_delta_p,solvent,-0.0165675593832813,2.679676566696639,2.748240632227265,0.0,0.6284212470054626,standardized solvent value,0.4825
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_delta_h,solvent,-0.000977866567902,2.679676566696639,2.748240632227265,0.0,2.7609004974365234,standardized solvent value,0.9525
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::solvent_delta,solvent,-0.0022558831014762,2.679676566696639,2.748240632227265,0.0,2.6653833389282227,standardized solvent value,0.9525
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,solvent::identity,solvent,-0.0188649906648049,2.679676566696639,2.748240632227265,0.0,,categorical vocabulary index; color disabled,
joint model,2,context:95c59207696bce98a773a3f1,site-ranking logit contrast,context::formal_charge,formal charge,-0.0073666973354957,2.679676566696639,2.748240632227265,0.0,0.6598972678184509,standardized molecular formal charge,0.5325
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,0.0453042587948508,2.2592257841862478,2.236723556507998,0.0,0.4100377559661865,mean standardized node value,0.7475
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,local::alpb_cm5,local electronic,-0.0550499715204008,2.2592257841862478,2.236723556507998,0.0,-0.2151586562395095,mean standardized node value,0.1475
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,0.000285650904057,2.2592257841862478,2.236723556507998,0.0,0.2402478903532028,mean standardized node value,0.7975
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.0354696761848009,2.2592257841862478,2.236723556507998,0.0,0.7244000434875488,mean standardized node value,0.8975
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0231949635493559,2.2592257841862478,2.236723556507998,0.0,1.326999545097351,standardized molecular value,0.9275
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,0.0025422515034015,2.2592257841862478,2.236723556507998,0.0,-0.0244671255350112,standardized molecular value,0.5475
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,0.0080905830590943,2.2592257841862478,2.236723556507998,0.0,-1.4772555828094482,standardized molecular value,0.0575
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-0.0307667828397225,2.2592257841862478,2.236723556507998,0.0,1.326999545097351,standardized molecular value,0.9275
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.0099459729761218,2.2592257841862478,2.236723556507998,0.0,1.3542962074279783,standardized molecular value,0.9375
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.018220897231365,2.2592257841862478,2.236723556507998,0.0,-1.2175350189208984,standardized molecular value,0.1575
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_nD,solvent,0.0085476361235197,2.2592257841862478,2.236723556507998,0.0,-1.0804904699325562,standardized solvent value,0.1475
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,-0.0034415759160559,2.2592257841862478,2.236723556507998,0.0,-1.086014986038208,standardized solvent value,0.1475
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,0.000548261577663,2.2592257841862478,2.236723556507998,0.0,0.1726653128862381,standardized solvent value,0.5875
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_ET(30),solvent,0.0001126499515154,2.2592257841862478,2.236723556507998,0.0,0.026412570849061,standardized solvent value,0.8175
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0053336059565851,2.2592257841862478,2.236723556507998,0.0,-1.080868363380432,standardized solvent value,0.1475
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_ES,solvent,-0.0039271177987276,2.2592257841862478,2.236723556507998,0.0,0.3989341557025909,standardized solvent value,0.6275
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0022415175539186,2.2592257841862478,2.236723556507998,0.0,-0.1072806790471077,standardized solvent value,0.7475
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_beta_1,solvent,-0.0046576127157596,2.2592257841862478,2.236723556507998,0.0,0.2225508689880371,standardized solvent value,0.6875
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_alpha,solvent,0.0006789424964026,2.2592257841862478,2.236723556507998,0.0,-0.140029177069664,standardized solvent value,0.7475
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_beta,solvent,-0.0014665388768322,2.2592257841862478,2.236723556507998,0.0,0.1017002314329147,standardized solvent value,0.5875
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_pi_*,solvent,0.007613783943463,2.2592257841862478,2.236723556507998,0.0,-0.8480439782142639,standardized solvent value,0.1975
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0060615105405101,2.2592257841862478,2.236723556507998,0.0,-0.357560932636261,standardized solvent value,0.6175
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0003033764939427,2.2592257841862478,2.236723556507998,0.0,-0.0656665191054344,standardized solvent value,0.6975
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_SA,solvent,0.0018622593959976,2.2592257841862478,2.236723556507998,0.0,-0.378860592842102,standardized solvent value,0.3675
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0047697870528543,2.2592257841862478,2.236723556507998,0.0,-1.2752496004104614,standardized solvent value,0.0375
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_delta_p,solvent,0.0098099351659663,2.2592257841862478,2.236723556507998,0.0,1.0061143636703491,standardized solvent value,0.9675
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_delta_h,solvent,0.0041278287884168,2.2592257841862478,2.236723556507998,0.0,-0.4511983692646026,standardized solvent value,0.3275
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::solvent_delta,solvent,0.0008339206179914,2.2592257841862478,2.236723556507998,0.0,-0.1699631363153457,standardized solvent value,0.5775
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,solvent::identity,solvent,-0.0172344643110629,2.2592257841862478,2.236723556507998,0.0,,categorical vocabulary index; color disabled,
joint model,2,context:a779a0941dfac0753badf054,site-ranking logit contrast,context::formal_charge,formal charge,0.0614532144752704,2.2592257841862478,2.236723556507998,0.0,-1.406623125076294,standardized molecular formal charge,0.1125
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,0.0172029464966305,3.178674551543646,3.273638032838477,0.0,-0.1425448507070541,mean standardized node value,0.2875
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,local::alpb_cm5,local electronic,0.0339820181020806,3.178674551543646,3.273638032838477,0.0,-0.0883939415216445,mean standardized node value,0.2775
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,0.0264103680492608,3.178674551543646,3.273638032838477,0.0,0.04657693952322,mean standardized node value,0.5075
