model,outer_fold,context_id,output,feature,feature_family,shapley_value,baseline_output,full_output,completeness_residual,feature_value,feature_value_semantics,feature_value_percentile
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,0.0222510655035723,3.178674551543646,3.273638032838477,0.0,-0.0236111972481012,mean standardized node value,0.4075
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0078683906866275,3.178674551543646,3.273638032838477,0.0,0.4740788638591766,standardized molecular value,0.6575
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-7.707934662817828e-05,3.178674551543646,3.273638032838477,0.0,0.3596479594707489,standardized molecular value,0.9175
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,-0.0015817900203888,3.178674551543646,3.273638032838477,0.0,-0.5458072423934937,standardized molecular value,0.3175
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-0.0064946738495641,3.178674551543646,3.273638032838477,0.0,0.4740788638591766,standardized molecular value,0.6575
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,-0.0041885975857617,3.178674551543646,3.273638032838477,0.0,0.5428176522254944,standardized molecular value,0.7075
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.0065011574056614,3.178674551543646,3.273638032838477,0.0,-1.51038658618927,standardized molecular value,0.0475
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_nD,solvent,0.0080575721601883,3.178674551543646,3.273638032838477,0.0,1.4679386615753174,standardized solvent value,0.9425
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,0.0019240113515817,3.178674551543646,3.273638032838477,0.0,1.4378764629364014,standardized solvent value,0.9425
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,-0.0012525756770748,3.178674551543646,3.273638032838477,0.0,0.641268789768219,standardized solvent value,0.8125
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_ET(30),solvent,2.0360483640236016e-05,3.178674551543646,3.273638032838477,0.0,-0.0474185422062873,standardized solvent value,0.5325
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0101398541291875,3.178674551543646,3.273638032838477,0.0,1.3704732656478882,standardized solvent value,0.9025
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_ES,solvent,-0.011365802144256,3.178674551543646,3.273638032838477,0.0,1.3888791799545288,standardized solvent value,0.9825
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0042414967337033,3.178674551543646,3.273638032838477,0.0,-0.6065254211425781,standardized solvent value,0.1175
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0025610359075675,3.178674551543646,3.273638032838477,0.0,1.4809030294418335,standardized solvent value,0.9725
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_alpha,solvent,-3.846968400592066e-05,3.178674551543646,3.273638032838477,0.0,-0.6910589337348938,standardized solvent value,0.1175
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_beta,solvent,0.000431581301135,3.178674551543646,3.273638032838477,0.0,1.5651293992996216,standardized solvent value,0.9825
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_pi_*,solvent,0.0038534844055659,3.178674551543646,3.273638032838477,0.0,1.1120576858520508,standardized solvent value,0.8125
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_SPP,solvent,-0.0029755810968706,3.178674551543646,3.273638032838477,0.0,1.72529399394989,standardized solvent value,0.9825
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_SB,solvent,-0.0014732025183787,3.178674551543646,3.273638032838477,0.0,1.706797480583191,standardized solvent value,0.9825
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_SA,solvent,0.0011128131192132,3.178674551543646,3.273638032838477,0.0,-0.2858116626739502,standardized solvent value,0.7625
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_delta_d,solvent,0.0049572734427791,3.178674551543646,3.273638032838477,0.0,0.9530186653137208,standardized solvent value,0.8425
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_delta_p,solvent,-0.0030466588789061,3.178674551543646,3.273638032838477,0.0,0.7055014967918396,standardized solvent value,0.7025
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_delta_h,solvent,5.351526201752277e-05,3.178674551543646,3.273638032838477,0.0,-0.0864345952868461,standardized solvent value,0.7525
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::solvent_delta,solvent,0.000216314854876,3.178674551543646,3.273638032838477,0.0,0.1071387901902198,standardized solvent value,0.8125
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,solvent::identity,solvent,0.0048912223700545,3.178674551543646,3.273638032838477,0.0,,categorical vocabulary index; color disabled,
joint model,2,context:aef16221caf7f7bf1a0301df,site-ranking logit contrast,context::formal_charge,formal charge,-0.0004794734840995,3.178674551543646,3.273638032838477,0.0,-1.406623125076294,standardized molecular formal charge,0.1125
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,-0.0214451859970273,1.4813065428298315,1.402046372182979,0.0,-0.3513403832912445,mean standardized node value,0.0675
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,local::alpb_cm5,local electronic,-0.0497450296183242,1.4813065428298315,1.402046372182979,0.0,0.0564809702336788,mean standardized node value,0.8475
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,-0.0138399231281944,1.4813065428298315,1.402046372182979,0.0,-0.2000597864389419,mean standardized node value,0.0875
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.020340759040177,1.4813065428298315,1.402046372182979,0.0,-0.3399269878864288,mean standardized node value,0.0475
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0007516665842815,1.4813065428298315,1.402046372182979,0.0,-0.7257999181747437,standardized molecular value,0.1675
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,0.0009821867482021,1.4813065428298315,1.402046372182979,0.0,0.0813741385936737,standardized molecular value,0.6575
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,0.0013448081163921,1.4813065428298315,1.402046372182979,0.0,0.3487395942211151,standardized molecular value,0.6575
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,0.0057596716026383,1.4813065428298315,1.402046372182979,0.0,-0.7257999181747437,standardized molecular value,0.1675
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.0036719670234486,1.4813065428298315,1.402046372182979,0.0,0.1568046957254409,standardized molecular value,0.5475
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,0.0022935996355417,1.4813065428298315,1.402046372182979,0.0,0.3489720523357391,standardized molecular value,0.4775
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_nD,solvent,-0.0004116908526659,1.4813065428298315,1.402046372182979,0.0,0.4296897947788238,standardized solvent value,0.5725
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,-0.0017985802866415,1.4813065428298315,1.402046372182979,0.0,0.4502667486667633,standardized solvent value,0.5725
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,2.435975469149143e-05,1.4813065428298315,1.402046372182979,0.0,-1.0078129768371582,standardized solvent value,0.3425
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_ET(30),solvent,0.0021816979220111,1.4813065428298315,1.402046372182979,0.0,-0.6971322894096375,standardized solvent value,0.3425
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_DI,solvent,0.0011751464551176,1.4813065428298315,1.402046372182979,0.0,0.5052938461303711,standardized solvent value,0.5725
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0022780094309369,1.4813065428298315,1.402046372182979,0.0,-1.0859832763671875,standardized solvent value,0.3425
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0005463145163562,1.4813065428298315,1.402046372182979,0.0,-0.3894624710083008,standardized solvent value,0.4625
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_beta_1,solvent,8.624589062852794e-06,1.4813065428298315,1.402046372182979,0.0,-1.1468323469161987,standardized solvent value,0.3125
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_alpha,solvent,-0.0001148996918042,1.4813065428298315,1.402046372182979,0.0,-0.3140385746955871,standardized solvent value,0.4625
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_beta,solvent,-0.0008544817732193,1.4813065428298315,1.402046372182979,0.0,-1.1178240776062012,standardized solvent value,0.3125
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_pi_*,solvent,0.0001083988151906,1.4813065428298315,1.402046372182979,0.0,-0.2992155253887176,standardized solvent value,0.5625
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0004310567649322,1.4813065428298315,1.402046372182979,0.0,-0.7741318941116333,standardized solvent value,0.3425
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0007707434189343,1.4813065428298315,1.402046372182979,0.0,-0.6072527766227722,standardized solvent value,0.4225
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_SA,solvent,-0.0005799234220819,1.4813065428298315,1.402046372182979,0.0,-0.378860592842102,standardized solvent value,0.3675
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0014421583460579,1.4813065428298315,1.402046372182979,0.0,0.8064221143722534,standardized solvent value,0.5225
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_delta_p,solvent,6.219732111460707e-05,1.4813065428298315,1.402046372182979,0.0,-1.1983799934387207,standardized solvent value,0.3425
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_delta_h,solvent,-0.001037983419969,1.4813065428298315,1.402046372182979,0.0,-0.4511983692646026,standardized solvent value,0.3275
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::solvent_delta,solvent,0.0028171260673414,1.4813065428298315,1.402046372182979,0.0,-0.6771586537361145,standardized solvent value,0.3425
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,solvent::identity,solvent,0.0094254262305025,1.4813065428298315,1.402046372182979,0.0,,categorical vocabulary index; color disabled,
joint model,2,context:d4eb852c1bcd5b9137d6f6e8,site-ranking logit contrast,context::formal_charge,formal charge,-0.0007792228988229,1.4813065428298315,1.402046372182979,0.0,0.6598972678184509,standardized molecular formal charge,0.5325
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,-0.0321734215438216,-0.6657447744695391,-0.6962548247856595,0.0,0.6844367384910583,mean standardized node value,0.8575
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,local::alpb_cm5,local electronic,-0.0001223182199798,-0.6657447744695391,-0.6962548247856595,0.0,0.0564800128340721,mean standardized node value,0.8175
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,-0.0126152457178943,-0.6657447744695391,-0.6962548247856595,0.0,0.2881113290786743,mean standardized node value,0.8375
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.0142139262701787,-0.6657447744695391,-0.6962548247856595,0.0,0.1323406100273132,mean standardized node value,0.5775
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,0.0007022158017847,-0.6657447744695391,-0.6962548247856595,0.0,-0.9327924847602844,standardized molecular value,0.1375
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,0.0008609214101884,-0.6657447744695391,-0.6962548247856595,0.0,-0.1621784269809723,standardized molecular value,0.3475
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,0.0028081440032419,-0.6657447744695391,-0.6962548247856595,0.0,1.158926248550415,standardized molecular value,0.9575
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,0.0024428037291897,-0.6657447744695391,-0.6962548247856595,0.0,-0.9327924847602844,standardized molecular value,0.1375
joint model,2,context:d5c0a0463e4c1077962b2cbe,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.0015585728176667,-0.6657447744695391,-0.6962548247856595,0.0,-1.2601019144058228,standardized molecular value,0.0375
