model,outer_fold,context_id,connectivity_id,output,pathway,shapley_value,pathway_value,pathway_value_semantics,baseline_output,full_output,completeness_residual,pathway_value_percentile,pathway_value_color_semantics
joint model,4,context:f8746b4cdeac8697636af298,NQRYJNQNLNOLGT,site-ranking logit contrast,local electronic inputs,0.143618941686,0.978964388371,RMS standardized values and masks,3.19584549895,3.19709512718,0,0.641805691855,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:f895ec2ac94bd10eb738b767,BWJAFKSLQWCVOB,site-ranking logit contrast,local electronic inputs,-0.173161812721,0.899587154388,RMS standardized values and masks,3.86258791521,3.71621624064,0,0.493621197252,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:f8a9352cc568c9cf5cf6ccac,ISWSIDIOOBJBQZ,site-ranking logit contrast,local electronic inputs,0.0629067431898,1.14607739449,RMS standardized values and masks,3.70756420763,3.40964099857,0,0.835132482826,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:f905592f9996443173300183,ZYERMUSVJRTOLH,site-ranking logit contrast,local electronic inputs,0.203564966434,1.01414847374,RMS standardized values and masks,4.07259820968,5.29108066661,0,0.697742885182,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:f975dbfb496f51a8334232d0,SLCJQIBAFJDZBP,site-ranking logit contrast,local electronic inputs,0.251231679262,0.760474205017,RMS standardized values and masks,4.27571710846,4.60028006942,0,0.036310107949,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:f9a42587545e4f14501b5250,CROPDUGHHVHJOA,site-ranking logit contrast,local electronic inputs,0.329911149338,1.13220155239,RMS standardized values and masks,6.05926183642,6.32884447139,0,0.830225711482,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:f9a974833521bf198d328e3f,WNAGIMQWCVOKKX,site-ranking logit contrast,local electronic inputs,0.0897274746128,0.758589029312,RMS standardized values and masks,2.62070224748,2.61916965513,0,0.0343473994112,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:f9fde469fff501434f45fc13,PHODFIDDEBEGCS,site-ranking logit contrast,local electronic inputs,0.255695468993,0.92353695631,RMS standardized values and masks,3.67138154818,3.50604230073,0,0.551521099117,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:fa4f7643ccb394753d09b249,LIKMAJRDDDTEIG,site-ranking logit contrast,local electronic inputs,0.0389002764622,0.785207748413,RMS standardized values and masks,-0.771070175177,-0.846135584361,0,0.0961727183513,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:faba65abf1ba6bbf63cc4733,CROBTXVXNQNKKO,site-ranking logit contrast,local electronic inputs,-0.439473875052,3.56305527687,RMS standardized values and masks,-1.98495957069,-2.23555090347,0,0.990186457311,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fae015fae1f808d3fa919340,PEHJULPJEVIIFJ,site-ranking logit contrast,local electronic inputs,0.155064945446,0.80192387104,RMS standardized values and masks,3.65879890709,3.67075704829,0,0.168792934249,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:fae1d3a003beffe9260989b1,QROGIFZRVHSFLM,site-ranking logit contrast,local electronic inputs,0.00192749349607,0.755740463734,RMS standardized values and masks,1.97979039554,1.92207321854,0,0.0284592737978,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fb1a5b3581ec7dcfb5223458,PPBRXRYQALVLMV,site-ranking logit contrast,local electronic inputs,0.19341272321,0.772620797157,RMS standardized values and masks,1.50738366215,1.61042841686,0,0.0578999018646,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:fb4e8049cfcb553f6ef1e21c,IBZKBSXREAQDTO,site-ranking logit contrast,local electronic inputs,0.023357242209,0.884854793549,RMS standardized values and masks,2.95869611436,2.9888013971,0,0.463199214917,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:fb6bfee9fb6a01db5e250560,KIPSRYDSZQRPEA,site-ranking logit contrast,local electronic inputs,0.158285545859,1.22013950348,RMS standardized values and masks,6.38867194823,6.36863712743,0,0.884200196271,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fb79cf9c01dfd62ac3953c15,CILSZJRLZHUMTE,site-ranking logit contrast,local electronic inputs,-0.020016911957,0.943949222565,RMS standardized values and masks,-0.567770123482,-0.586042165756,0,0.59273797841,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:fb90d5b0a9b4b463d2b2fafe,RAMNFTKKGHOHPJ,site-ranking logit contrast,local electronic inputs,0.523412624717,0.832999408245,RMS standardized values and masks,2.91143763008,3.28292252284,0,0.294406280667,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fbcc78d2ed5637a53df454a7,WHUUTDBJXJRKMK,site-ranking logit contrast,local electronic inputs,-0.174089380823,1.14098989964,RMS standardized values and masks,2.9626175157,2.66861283949,0,0.83218842002,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:fbcca05b36a0f0897f6b9618,CAUJWSPJKGGYDW,site-ranking logit contrast,local electronic inputs,0.387916886237,0.816785633564,RMS standardized values and masks,1.87397575381,2.5928209996,0,0.222767419038,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fbe1f2b3bf5c4b6656f50bd3,GMUGMDGQOFYHAX,site-ranking logit contrast,local electronic inputs,0.064040993889,0.83811801672,RMS standardized values and masks,1.42731711134,1.43155261361,0,0.319921491658,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fc1cc983665e145c5c3f5959,YNAVUWVOSKDBBP,site-ranking logit contrast,local electronic inputs,0.0613304495171,0.951260924339,RMS standardized values and masks,2.9879629382,2.7460255952,0,0.602551521099,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:fcc341c4876b02b97c02be17,ZBCBWPMODOFKDW,site-ranking logit contrast,local electronic inputs,0.244376669861,1.02031719685,RMS standardized values and masks,0.835528764168,0.973698650538,0,0.702649656526,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fcd639b8c9b4cf22f976266b,FAIPQCJQEAURIB,site-ranking logit contrast,local electronic inputs,0.248744427993,1.70785915852,RMS standardized values and masks,5.65633673994,6.00084163285,0,0.957801766438,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:fce495275a5d9fcbb2523575,AVXURJPOCDRRFD,site-ranking logit contrast,local electronic inputs,0.0757547732383,1.80872380733,RMS standardized values and masks,7.90055673211,7.44384170027,0,0.963689892051,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:fd0048508dd47031cbbf4049,YBRBMKDOPFTVDT,site-ranking logit contrast,local electronic inputs,-0.0218935973165,0.98560488224,RMS standardized values and masks,4.62505735336,4.80714384776,0,0.653581943081,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:fd2af92c872af77ad3756bb5,SCURCOWZQJIUGR,site-ranking logit contrast,local electronic inputs,0.182552264817,1.58106732368,RMS standardized values and masks,4.31315536251,4.90313550874,0,0.942100098135,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fd4292af88f1f87464f10b69,ISWSIDIOOBJBQZ,site-ranking logit contrast,local electronic inputs,0.086039973887,1.12891554832,RMS standardized values and masks,2.35650043595,2.17389100004,0,0.826300294406,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:fd81e382acc48c2942093435,QFPCZAFYDVWWCG,site-ranking logit contrast,local electronic inputs,0.00619862198889,0.977381289005,RMS standardized values and masks,4.24140543066,4.20312224219,0,0.63689892051,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fd935620b0b1c06b2d5d5da4,VQLPKXVGNWNVFY,site-ranking logit contrast,local electronic inputs,0.1379473312,0.893909394741,RMS standardized values and masks,3.29762940914,3.43224940878,0,0.485770363101,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:fdcac9dbfcf4bd78441f9690,LXYZBHWFQIWZLM,site-ranking logit contrast,local electronic inputs,0.445845897664,0.869127035141,RMS standardized values and masks,3.69102165065,4.06301627008,0,0.421000981354,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:fdd045374269b5b36d630482,XBKIDSNNBHCFMZ,site-ranking logit contrast,local electronic inputs,-0.109773943815,0.88884472847,RMS standardized values and masks,4.42368768546,4.60121965099,0,0.473994111874,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:fe5846df70dc46310419f4c9,FUDLPTUMHBESOS,site-ranking logit contrast,local electronic inputs,0.0514370443749,1.09695672989,RMS standardized values and masks,2.08722125975,2.43438910009,0,0.804710500491,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:fe5abbf79290593e86569ebd,UGEJOEBBMPOJMT,site-ranking logit contrast,local electronic inputs,0.312748847383,1.06423068047,RMS standardized values and masks,7.53488282455,7.98285423678,0,0.764474975466,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:fe8033b706fa1f29525414df,DIIIISSCIXVANO,site-ranking logit contrast,local electronic inputs,0.0119789049206,1.10533905029,RMS standardized values and masks,3.31183473444,3.37827670517,0,0.812561334642,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:fecf0f7efcea1fb6443c631e,OGCGXUGBDJGFFY,site-ranking logit contrast,local electronic inputs,-0.0367310193654,0.831182360649,RMS standardized values and masks,4.01545018259,3.58264074693,0,0.28361138371,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:fed51cb2bca59714b2194f5c,SHMULLBJFZQILL,site-ranking logit contrast,local electronic inputs,0.0206155053962,1.24308514595,RMS standardized values and masks,4.0052106279,4.03607183473,0,0.89401373896,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:fed76c98c34cff45b358c41c,NKHMSOXIXROFRU,site-ranking logit contrast,local electronic inputs,0.192394750219,0.832946300507,RMS standardized values and masks,4.29267506258,4.10321539388,0,0.293424926398,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:fef8090e20ba56535f2620ef,AOJHDNSYXUZCCE,site-ranking logit contrast,local electronic inputs,-0.0276184660624,0.784687757492,RMS standardized values and masks,6.74768562883,6.81060913914,0,0.0932286555447,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:ff0e6840c6876bdb13e2cc35,XFXPMWWXUTWYJX,site-ranking logit contrast,local electronic inputs,-0.0161590576172,6.12879133224,RMS standardized values and masks,-0.460107088089,-0.478572527568,0,0.997055937193,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:ff14485f155d2826eedc3461,PMDMVQFNTPLNPX,site-ranking logit contrast,local electronic inputs,-0.279875723495,0.937529265881,RMS standardized values and masks,2.22618526288,2.22516933275,0,0.579980372915,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:ff156dbe306c9fdc1fc5b061,DFPLUISJTGAKGA,site-ranking logit contrast,local electronic inputs,-0.311858837396,0.879923820496,RMS standardized values and masks,2.2675881511,2.32725605698,0,0.448478900883,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:ff347129e8f02e72207eade3,IQUPABOKLQSFBK,site-ranking logit contrast,local electronic inputs,-0.271946927326,1.03428697586,RMS standardized values and masks,2.80501384414,2.34136200671,0,0.723258096173,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:ff523eef0e27136df1c05852,IQUPABOKLQSFBK,site-ranking logit contrast,local electronic inputs,-0.342940542176,1.03519451618,RMS standardized values and masks,2.74715759801,2.15569653807,0,0.725220804711,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:000edfe6c31e366ec614031b,RAOIDOHSFRTOEL,site-ranking logit contrast,global electronic inputs,-0.167232420518,0.892587900162,RMS standardized values and masks,2.76318074418,2.39302370941,0,0.605495583906,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:001aff9d192ba5bb00ea7813,NDOMXVXCNMTXDL,site-ranking logit contrast,global electronic inputs,0.226676807543,0.965657711029,RMS standardized values and masks,1.68192846371,1.94019828855,0,0.734052993131,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:00c1006666a6ee0580579003,KMVZWUQHMJAWSY,site-ranking logit contrast,global electronic inputs,0.0140801996299,0.838767111301,RMS standardized values and masks,2.33553025281,2.29491404584,0,0.46025515211,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:01312c5e36069481a232d7fa,KIPSRYDSZQRPEA,site-ranking logit contrast,global electronic inputs,-0.427590060951,1.29550373554,RMS standardized values and masks,7.04029396453,6.765972955,0,0.93817468106,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:013d10528d577ad23343fe24,DVUMGIDOTXJYIW,site-ranking logit contrast,global electronic inputs,0.113795409783,0.832469463348,RMS standardized values and masks,6.16782109492,6.65098302727,0,0.430814524043,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:017f7ba29a7550dbfbd917e1,WEVYAHXRMPXWCK,site-ranking logit contrast,global electronic inputs,-0.00219826565848,1.92117738724,RMS standardized values and masks,-0.0376211007436,-0.0514266490936,0,0.990186457311,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:020277730fcd8aca28ecbb4a,FTOQQKWSIFEMPP,site-ranking logit contrast,global electronic inputs,-0.130627516748,0.84688103199,RMS standardized values and masks,2.42472248231,2.31871180463,0,0.482826300294,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:026b96b3063775741a0ae01a,NBTOZLQBSIZIKS,site-ranking logit contrast,global electronic inputs,0.16966420483,1.24325966835,RMS standardized values and masks,3.96705662083,4.45387532966,0,0.928361138371,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:028a91f64fb736abbafc87f3,CZLRSLOXHJWOFV,site-ranking logit contrast,global electronic inputs,-0.0345276282973,0.724740862846,RMS standardized values and masks,4.76368016827,4.68498101173,0,0.0314033366045,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:030e83aab7f135e0133aa41f,HZAXFHJVJLSVMW,site-ranking logit contrast,global electronic inputs,-0.0168614424153,0.97973126173,RMS standardized values and masks,2.98151327047,2.97986539564,0,0.756624141315,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:032678b7f79f9876930bdf0b,YDJXDYKQMRNUSA,site-ranking logit contrast,global electronic inputs,4.47597768572e-05,0.845048725605,RMS standardized values and masks,-1.25056626399,-1.17678970098,0,0.474975466143,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:03b146b027b29d95f2c62601,AUKXFNABVHIUAC,site-ranking logit contrast,global electronic inputs,-5.24918238317e-05,0.770774245262,RMS standardized values and masks,1.81446059545,1.81433709462,0,0.210991167812,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:03d8605b10e73d9af9472f37,IWDCLRJOBJJRNH,site-ranking logit contrast,global electronic inputs,-0.154167677848,1.07505583763,RMS standardized values and masks,3.45342862175,3.26387071239,0,0.856722276742,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:03f78f46086cefb733d5d11b,DNJLFZHMJDSJFN,site-ranking logit contrast,global electronic inputs,0.139800266796,3.79319787025,RMS standardized values and masks,2.26752742435,2.22448950047,0,0.999018645731,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:04095404de33edb25a6698ab,YYKAFPWEQRAEAQ,site-ranking logit contrast,global electronic inputs,0.346341117088,1.14202344418,RMS standardized values and masks,9.8310929935,10.3159823468,0,0.894995093229,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:044c3fdae3c6e4b58c939351,WDUAYVHCYGZARQ,site-ranking logit contrast,global electronic inputs,-0.126025262556,0.748400628567,RMS standardized values and masks,3.98082681714,4.00603321202,0,0.136408243376,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:046650b42d9338282244a2d8,WNGRAVYBVJNTMT,site-ranking logit contrast,global electronic inputs,0.000139759646522,0.160339474678,RMS standardized values and masks,-2.16317061583,-2.16198857625,0,0.00343473994112,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:04b64edad0cefffb0d196d79,UOJYYXATTMQQNA,site-ranking logit contrast,global electronic inputs,0.0392156221825,1.47504580021,RMS standardized values and masks,3.89572209113,4.37486752233,0,0.962708537782,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:05a1836bf03e7d9800b7833c,AZIXWBRHGNBNNF,site-ranking logit contrast,global electronic inputs,0.112509515078,0.905969917774,RMS standardized values and masks,7.6670990014,8.14029200949,0,0.637880274779,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:05cd838cbc65c359c7a472e8,DCXYFEDJOCDNAF,site-ranking logit contrast,global electronic inputs,-0.00878098900987,0.806101799011,RMS standardized values and masks,6.97525850049,7.03097624219,0,0.337585868499,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:05eb12c16f72868bf1b5be56,SKHPYKHVYFTIOI,site-ranking logit contrast,global electronic inputs,-0.0913152527168,0.832219481468,RMS standardized values and masks,2.15377108256,1.91419793289,0,0.428851815505,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:06ddadbb9af8eaa94c5e2b88,LSNNMFCWUKXFEE,site-ranking logit contrast,global electronic inputs,-0.000882943471273,2.62397003174,RMS standardized values and masks,-5.58064671357,-5.62873546282,0,0.994111874387,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:06e417c082fcf3b3a8457721,IIQFBBQJYPGOHJ,site-ranking logit contrast,global electronic inputs,-0.0482729891668,0.757893443108,RMS standardized values and masks,5.27707401205,5.43238731225,0,0.174681059863,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:06e6d7dec0af50fa72831e57,IVRMZWNICZWHMI,site-ranking logit contrast,global electronic inputs,-0.053253242187,0.983196139336,RMS standardized values and masks,-0.2458989251,-0.419605951419,0,0.761530912659,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:07de06084c7bdeb904676ef7,MCTWTZJPVLRJOU,site-ranking logit contrast,global electronic inputs,0.0137482539584,0.907797634602,RMS standardized values and masks,-1.30947542569,-1.24525281557,0,0.641805691855,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:08000475f3d07bd0d2ed13c6,BLRHMMGNCXNXJL,site-ranking logit contrast,global electronic inputs,0.117929765477,0.748512268066,RMS standardized values and masks,0.758085367676,1.35747007937,0,0.137389597645,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:085861b02cdfed858e464ec2,RAOIDOHSFRTOEL,site-ranking logit contrast,global electronic inputs,-0.170689767295,0.917600929737,RMS standardized values and masks,3.93766291621,3.48812299121,0,0.668302257115,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:089677f122968cf0d5bdb68f,IBZOSHDHPFXJFD,site-ranking logit contrast,global electronic inputs,-0.118290379252,0.729253590107,RMS standardized values and masks,6.46175415464,6.16226367449,0,0.0569185475957,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:08b64e5d08f015f03937ffca,YQQFFTNDQFUNHB,site-ranking logit contrast,global electronic inputs,0.160047629424,0.820115447044,RMS standardized values and masks,5.81768930568,5.99087060846,0,0.384690873405,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:09046fec8456871d3b429293,RMVRSNDYEFQCLF,site-ranking logit contrast,global electronic inputs,-0.1260869734,1.54025971889,RMS standardized values and masks,2.21804047234,2.15044424064,0,0.969578017664,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:090dbc083620bee62ad32180,FUDLPTUMHBESOS,site-ranking logit contrast,global electronic inputs,0.149618813013,0.885196387768,RMS standardized values and masks,2.54235213875,2.92354336334,0,0.590775269872,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:093c49e9de05754d68ebc889,MRMOZBOQVYRSEM,site-ranking logit contrast,global electronic inputs,3.56617901059e-05,0.162234351039,RMS standardized values and masks,-1.69911191861,-1.69648438692,0,0.00490677134446,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:09b3ae1e126b41012e248cf8,VISBKZYDQCHZRG,site-ranking logit contrast,global electronic inputs,0.00788784689373,0.863894164562,RMS standardized values and masks,2.49664568901,2.51720555623,0,0.526987242395,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:09ce772c3d342961a7abfaec,GQHTUMJGOHRCHB,site-ranking logit contrast,global electronic inputs,-0.0373859269016,0.741520285606,RMS standardized values and masks,1.48793346089,1.33770336242,0,0.10598626104,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:09f0dbd8b24d4b90404054b4,WGQKYBSKWIADBV,site-ranking logit contrast,global electronic inputs,-0.108856859451,0.834086596966,RMS standardized values and masks,5.08799012857,5.09857920261,0,0.437684003925,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0a24a04e9009b2f0a36f3ab2,VAPOFMGACKUWCI,site-ranking logit contrast,global electronic inputs,-0.00848327080409,0.764864087105,RMS standardized values and masks,5.1104824543,5.07945823669,0,0.192345436703,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0a30d5946ad9e79a6f3d44a3,YJSCYFWNFZXUDZ,site-ranking logit contrast,global electronic inputs,0.19776922906,0.898796021938,RMS standardized values and masks,4.11084013353,4.48324330597,0,0.615309126595,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0a30e11d6079a6f65e244bae,WXAZIUYTQHYBFW,site-ranking logit contrast,global electronic inputs,-0.0260650474464,0.731544673443,RMS standardized values and masks,5.24931428876,4.60469092324,0,0.0657507360157,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0a6218a0296b67837b6b9a1b,PRLWTCJLCYVORV,site-ranking logit contrast,global electronic inputs,0.0161370570575,0.73690456152,RMS standardized values and masks,0.920936924935,0.921981015884,0,0.0824337585868,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:0a6b2588e4678c622f6b61fa,AUNRNFJMNRQWOE,site-ranking logit contrast,global electronic inputs,0.00329338224721,0.726170480251,RMS standardized values and masks,6.29735283057,6.30219908555,0,0.036310107949,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0ab42d91f53ee6c83637eb61,MNQRNWDJCMKRJG,site-ranking logit contrast,global electronic inputs,0.00208461946911,0.863879919052,RMS standardized values and masks,3.9500348568,3.99893069267,0,0.526005888126,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0ab8765197e529e9cdbe5c4a,SKQFWLMZKFEKRZ,site-ranking logit contrast,global electronic inputs,-0.197419926417,0.798207521439,RMS standardized values and masks,2.67307764404,3.0305982162,0,0.312070657507,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0af9d64b6b3139ac739f9173,JARUXAOCUHNKJV,site-ranking logit contrast,global electronic inputs,0.140753297554,0.788282036781,RMS standardized values and masks,2.64923583007,2.96846803638,0,0.282630029441,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0b6c95348653b6f10c426164,DCFOWKDNANGCTA,site-ranking logit contrast,global electronic inputs,-0.223942281972,0.773759663105,RMS standardized values and masks,0.738740743439,0.886750213209,0,0.222767419038,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0b7cf750d726379289cdc1df,JIABXJQBVOUBOD,site-ranking logit contrast,global electronic inputs,0.0804067221004,0.799708008766,RMS standardized values and masks,2.95446447918,2.94963147858,0,0.320902845927,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0c366168070cc5dfed893203,IURHAHGTFVRCIT,site-ranking logit contrast,global electronic inputs,-0.0368510187626,0.757152974606,RMS standardized values and masks,1.14625417909,1.0601740684,0,0.169774288518,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0c9f69df75dc3386282b8e08,GCNTZFIIOFTKIY,site-ranking logit contrast,global electronic inputs,-0.117517291626,0.930891633034,RMS standardized values and masks,0.272040699304,-0.0667536703043,-5.55111512313e-17,0.693817468106,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:0cf9bfdf8a025b9f32ccd1b8,IIHPVYJPDKJYOU,site-ranking logit contrast,global electronic inputs,0.0907827478415,0.715694665909,RMS standardized values and masks,2.94737877331,2.57630203295,0,0.00686947988224,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0d8ad7ee4901a2cf1b8f86b7,IKQUUYYDRTYXAP,site-ranking logit contrast,global electronic inputs,0.0481638455188,1.07853913307,RMS standardized values and masks,-0.324368107402,-0.269495882155,0,0.859666339549,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0dbeb1ab2afe14a28401bd4a,ZRRVZQSGSIASQR,site-ranking logit contrast,global electronic inputs,0.0341785627335,1.01845705509,RMS standardized values and masks,1.74441151541,1.47893313891,0,0.802747791953,"within-pathway empirical percentile; color only, not a model output"
joint model,0,context:0e13cec0808376ddbfdd7085,BWJAFKSLQWCVOB,site-ranking logit contrast,global electronic inputs,0.0702057423626,0.727060735226,RMS standardized values and masks,4.68869759452,4.76136377875,0,0.045142296369,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:0e29d880a226d2484b344ebf,WBXRIHAXVFNDKL,site-ranking logit contrast,global electronic inputs,0.0265789671296,0.805285573006,RMS standardized values and masks,3.30522009456,3.47058548001,0,0.335623159961,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:0e605707546ed7048b41f516,PKYCXNVLSSGOFD,site-ranking logit contrast,global electronic inputs,0.020968821522,0.836576521397,RMS standardized values and masks,1.55092042972,1.42417011448,0,0.450441609421,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0e9265b44244ff4c588df95d,IWDCLRJOBJJRNH,site-ranking logit contrast,global electronic inputs,-0.209450750404,1.15015733242,RMS standardized values and masks,4.00606369039,3.82665292558,0,0.900883218842,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:0f1a763a492b4ba04a7361c4,RBEROAUIKMEYDR,site-ranking logit contrast,global electronic inputs,0.0765225704206,0.95188498497,RMS standardized values and masks,-1.68099987548,-1.3873556302,0,0.717369970559,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:0f5720064160850a05508c95,JVCCMXQDRZDLSY,site-ranking logit contrast,global electronic inputs,0.217042099021,0.88773816824,RMS standardized values and masks,2.11647604907,2.02101747691,0,0.596663395486,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:1056e4659739711fbabe1eef,XRQSRQMPWGQSPN,site-ranking logit contrast,global electronic inputs,-0.161627309371,0.745342612267,RMS standardized values and masks,3.4759579291,3.24076073084,0,0.12365063788,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:107be5bb9f651335a161deed,RWRDLPDLKQPQOW,site-ranking logit contrast,global electronic inputs,0.00151617771407,0.854443728924,RMS standardized values and masks,3.03855275712,3.12053460148,0,0.500490677134,"within-pathway empirical percentile; color only, not a model output"
joint model,1,context:10b63c4b91785257dcc53543,AGBOAUNKIUIEGH,site-ranking logit contrast,global electronic inputs,0.288003805771,0.900787174702,RMS standardized values and masks,4.57361927143,5.18355399147,0,0.618253189401,"within-pathway empirical percentile; color only, not a model output"
joint model,2,context:10eb87177546527bc43e1ef8,XWLLGMTXHZNRDQ,site-ranking logit contrast,global electronic inputs,-0.108052406428,0.7651720047,RMS standardized values and masks,3.94003627812,4.18169859018,0,0.193326790972,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:1148cf278b4e49ad0ad7b099,JHLOOOWAEXGHGS,site-ranking logit contrast,global electronic inputs,0.0641217089122,0.865615010262,RMS standardized values and masks,1.6442811452,1.72556424834,0,0.536800785083,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:116730390e688e83e8b0ead8,SWSBEBHRHKHUHH,site-ranking logit contrast,global electronic inputs,-0.129355501712,0.774547755718,RMS standardized values and masks,4.54690668852,4.67264619237,0,0.227674190383,"within-pathway empirical percentile; color only, not a model output"
joint model,3,context:1185c6f0e7272fd74a1c6c15,KSESOTWVQYBRLJ,site-ranking logit contrast,global electronic inputs,-0.0748958416853,0.72875893116,RMS standardized values and masks,1.30411306245,1.07136042292,0,0.053974484789,"within-pathway empirical percentile; color only, not a model output"
joint model,4,context:119199d1f38aa9ae820bce0b,ITLHXEGAYQFOHJ,site-ranking logit contrast,global electronic inputs,0.000489095846812,0.740901470184,RMS standardized values and masks,1.77488541603,1.76563652356,0,0.103042198234,"within-pathway empirical percentile; color only, not a model output"
